,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtQual,Electrical,ExterCond,ExterQual,Fence,FireplaceQu,Functional,GarageCond,GarageFinish,GarageQual,HeatingQC,KitchenQual,LandSlope,LotShape,PavedDrive,PoolQC,Utilities
312,3,2,3,1,4,5,3,3,3,4,8,3,1,3,3,3,3,4,3,0,4
313,3,4,5,3,4,5,3,3,0,4,8,3,2,3,3,3,1,1,3,0,4
314,4,1,2,1,3,5,3,3,0,4,8,3,1,2,5,5,3,4,3,0,4
315,3,1,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
316,3,1,6,1,4,5,3,4,4,3,8,3,2,3,3,5,3,3,3,0,4
317,3,3,1,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
318,3,4,6,1,4,5,3,4,0,3,8,3,2,3,5,4,2,4,3,0,4
319,3,3,6,1,4,5,3,3,0,3,8,3,1,3,3,3,3,4,3,0,4
320,4,3,1,1,5,5,3,3,0,0,8,3,2,3,5,4,3,4,3,0,4
321,3,3,6,1,5,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
322,3,4,2,5,3,5,3,4,3,3,8,3,3,3,5,4,3,3,3,0,4
323,3,1,5,1,3,5,4,3,0,0,8,3,1,2,5,3,3,4,3,0,4
324,3,1,1,1,4,5,4,4,0,4,8,3,3,3,5,4,3,4,3,0,4
325,3,3,4,1,3,3,3,3,0,0,8,3,1,3,1,3,3,4,3,0,4
326,3,4,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
327,3,1,3,1,3,5,3,3,0,0,8,3,2,3,3,3,3,4,3,0,4
328,3,1,1,1,3,4,3,3,0,0,8,3,1,3,4,4,3,3,3,0,4
329,3,2,1,1,3,5,3,3,2,0,8,2,1,2,3,3,3,4,1,0,4
330,3,1,6,3,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
331,3,1,3,1,3,5,3,3,0,0,8,3,2,3,2,3,3,4,3,0,4
332,3,1,6,0,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
333,3,3,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
334,3,4,6,1,4,5,3,3,0,3,8,3,3,3,4,3,3,3,3,0,4
335,3,4,5,4,3,5,3,3,0,4,8,3,3,3,5,3,1,3,3,0,4
336,3,4,6,1,5,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
337,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
338,3,2,5,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
339,2,1,3,1,3,4,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
340,3,1,1,1,4,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
341,2,1,1,1,3,5,2,2,0,0,8,3,1,3,4,3,3,4,1,0,4
342,0,0,0,0,0,4,3,3,0,0,8,3,1,3,2,3,3,4,3,0,4
343,3,1,6,1,5,5,3,5,0,5,8,3,2,3,5,5,3,3,3,0,4
344,3,1,3,4,4,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
345,3,1,1,1,3,5,3,3,0,4,8,3,1,3,4,2,3,4,3,0,4
346,3,2,4,1,3,5,4,3,0,0,8,3,2,3,3,3,3,3,3,0,4
347,3,1,4,1,3,4,3,3,0,4,8,3,1,3,5,3,3,3,3,0,4
348,3,1,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
349,3,1,6,1,5,5,3,5,0,5,8,3,3,3,5,5,3,2,3,0,4
350,3,1,1,1,5,5,3,5,0,4,8,3,2,3,5,5,3,3,3,0,4
351,3,4,6,1,4,5,3,3,0,3,8,3,2,3,4,4,2,3,3,0,4
352,2,2,2,3,3,5,3,3,0,0,8,2,1,3,3,3,3,4,3,0,4
353,3,1,1,1,3,5,4,3,0,0,8,3,1,3,4,3,3,4,3,0,4
354,3,1,2,1,3,5,3,3,0,4,8,3,1,3,5,3,3,4,3,0,4
355,4,1,5,4,4,5,4,4,0,0,8,3,2,3,5,4,3,2,3,0,4
356,3,1,6,1,4,5,3,3,0,0,8,3,2,3,4,4,3,3,3,0,4
357,3,1,5,1,4,5,3,3,3,1,8,3,3,3,3,3,3,4,3,0,4
358,3,3,4,3,3,3,3,3,0,0,6,3,1,3,5,4,3,3,3,0,4
359,3,3,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
360,3,3,6,1,4,5,3,3,3,3,8,3,2,3,5,3,3,3,3,0,4
361,3,1,3,1,3,5,3,3,0,0,8,3,1,3,4,3,3,4,1,0,4
362,0,0,0,0,0,5,3,4,0,5,8,3,2,3,5,4,3,4,3,0,4
363,3,1,5,1,3,5,3,3,0,0,8,3,1,3,4,4,3,4,3,0,4
364,3,2,6,1,4,5,3,3,0,3,8,3,3,3,3,3,3,3,3,0,4
365,2,1,3,1,3,4,4,3,0,0,8,2,1,3,4,3,3,4,3,0,4
366,3,1,4,1,4,5,3,3,0,4,8,3,2,3,4,3,3,3,3,0,4
367,3,4,6,1,4,5,3,3,0,4,8,3,2,3,4,3,3,3,3,0,4
368,3,1,2,1,3,5,3,3,0,4,8,3,3,3,4,3,3,4,3,0,4
369,3,1,5,3,3,5,4,3,0,4,8,3,3,3,5,4,3,3,3,0,4
370,3,1,1,1,4,5,3,3,0,3,8,3,2,3,5,3,3,3,3,0,4
371,0,0,0,0,0,5,3,3,0,4,6,3,3,3,3,3,3,4,1,0,4
372,3,1,5,2,4,5,3,3,3,0,8,3,1,3,3,3,3,4,3,0,4
373,3,1,4,2,3,5,3,3,2,0,6,3,1,3,3,3,3,4,3,0,4
374,3,1,1,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
375,1,4,4,1,2,4,2,2,0,0,4,0,0,0,4,2,1,3,3,0,4
376,3,3,6,1,4,5,3,4,0,0,8,3,1,3,5,3,3,3,3,0,4
377,3,1,1,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
378,3,3,6,1,5,5,3,4,0,5,8,3,3,3,5,5,3,4,3,0,4
379,3,1,1,1,4,5,3,3,0,3,8,3,3,3,5,3,3,3,3,0,4
380,3,1,2,1,3,5,3,3,0,4,8,3,1,3,3,4,3,4,3,0,4
381,4,1,1,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
382,3,3,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
383,2,1,1,1,2,4,3,3,0,0,8,2,1,2,3,3,3,4,1,0,4
384,3,3,6,1,4,5,3,4,0,2,8,3,3,3,5,4,2,2,3,0,4
385,3,1,6,1,4,5,3,4,0,3,8,3,3,3,5,4,3,4,3,0,4
386,3,1,1,1,3,5,2,3,0,0,8,0,0,0,3,3,3,4,1,0,4
387,3,3,5,1,3,5,3,3,2,2,8,3,1,3,5,3,3,4,3,0,4
388,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
389,3,3,6,1,5,5,3,5,0,5,8,3,3,3,5,5,3,4,3,0,4
390,4,1,3,4,3,5,3,3,3,0,8,3,1,3,5,3,3,4,3,0,4
391,3,1,5,1,5,5,3,3,0,3,8,3,3,3,5,4,3,3,3,0,4
392,0,0,0,0,0,5,3,3,3,0,8,3,2,3,3,3,3,3,3,0,4
393,3,1,3,1,3,4,3,3,2,3,8,0,0,0,3,3,3,4,3,0,4
394,3,1,1,1,3,4,3,3,0,0,8,3,1,3,4,3,3,4,3,0,4
395,3,3,4,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
396,3,3,3,1,3,5,3,3,0,0,8,3,2,3,3,3,3,4,3,0,4
397,3,1,5,1,3,5,3,3,0,3,8,3,2,3,3,3,3,4,3,0,4
398,1,1,1,1,2,1,2,3,0,0,3,1,1,1,4,3,3,4,1,0,4
399,3,1,6,1,4,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
400,3,1,6,1,4,5,3,4,0,4,8,3,3,3,5,5,3,2,3,0,4
401,3,3,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
402,3,1,1,1,3,5,3,3,4,0,8,3,1,3,5,3,3,4,1,0,4
403,3,1,1,1,4,5,3,4,0,3,8,3,3,3,4,4,3,4,3,0,4
404,3,1,1,1,4,5,3,3,0,3,8,3,3,3,4,3,3,3,3,0,4
405,3,1,4,1,3,5,3,3,2,3,7,3,1,3,5,3,3,3,3,0,4
406,3,1,1,1,3,4,3,3,0,0,3,3,1,3,5,3,3,4,3,0,4
407,3,1,1,1,4,5,3,3,0,0,8,3,1,3,5,3,3,4,3,0,4
408,4,1,1,1,5,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
409,3,1,6,1,5,5,3,4,0,4,8,3,3,3,5,5,3,4,3,0,4
410,2,1,1,1,3,4,2,3,0,0,5,3,1,3,3,3,3,4,3,0,4
411,3,2,3,1,3,5,3,3,0,0,8,3,3,3,3,3,3,4,3,0,4
412,3,3,6,1,5,5,3,5,0,4,8,3,3,3,5,4,3,2,3,0,4
413,3,1,1,1,3,4,3,3,0,4,8,3,1,3,4,3,3,4,3,0,4
414,3,1,4,6,4,5,3,4,0,3,8,3,1,3,5,4,3,2,3,0,4
415,3,3,6,1,4,5,3,4,0,0,8,3,3,3,5,4,3,3,3,0,4
416,3,1,5,1,3,5,3,3,0,3,8,3,3,3,3,3,3,4,3,0,4
417,3,1,4,1,4,4,3,3,0,4,8,3,1,3,3,3,3,3,1,0,4
418,3,1,5,1,3,3,3,3,0,0,8,3,1,3,2,3,3,4,2,0,4
419,3,1,4,1,3,5,3,3,0,2,8,3,1,3,5,3,3,4,3,0,4
420,4,4,6,1,4,5,4,3,0,0,8,3,3,3,5,3,3,4,3,0,4
421,3,1,5,1,4,5,3,4,0,3,8,3,3,3,4,4,3,3,3,0,4
422,3,1,1,1,3,4,3,3,0,0,8,3,2,3,5,3,2,4,1,0,4
423,3,1,6,1,4,5,3,4,0,3,8,3,3,3,4,4,3,4,3,0,4
424,3,1,2,1,4,4,3,3,0,4,8,3,2,3,4,3,3,4,3,0,4
425,3,1,1,1,3,5,4,3,0,4,8,3,1,3,4,3,3,4,2,0,4
426,3,4,6,1,4,5,3,4,0,3,8,3,3,3,4,4,2,4,3,0,4
427,3,1,3,1,3,5,3,3,0,0,8,3,1,3,5,3,3,3,3,0,4
428,3,1,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
429,3,2,6,1,4,5,3,3,0,3,8,3,1,3,3,4,3,3,3,0,4
430,3,1,5,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
431,3,1,1,1,3,5,3,3,3,0,8,0,0,0,4,3,3,3,1,0,4
432,3,1,5,1,3,5,3,3,0,0,7,3,1,3,5,3,3,4,3,0,4
433,3,1,1,1,4,5,3,3,0,3,8,3,3,3,5,3,3,3,3,0,4
434,3,3,5,1,4,5,4,3,0,0,8,0,0,0,4,3,3,4,3,0,4
435,3,3,6,5,4,5,3,4,0,3,8,3,2,3,5,4,3,2,3,0,4
436,3,1,1,1,2,4,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
437,3,1,1,1,3,5,3,4,0,0,8,3,1,3,4,3,3,4,3,0,4
438,3,1,2,1,3,5,3,3,3,4,8,3,1,4,3,4,3,4,2,0,4
439,2,2,1,1,3,5,3,3,4,0,8,3,1,3,4,4,3,4,3,0,4
440,3,4,6,5,5,5,3,5,0,4,8,3,3,3,5,5,3,4,3,0,4
441,3,1,5,1,3,3,3,3,0,0,8,0,0,0,3,2,3,4,3,0,4
442,3,1,1,1,3,5,3,3,0,4,8,3,1,3,3,3,3,4,2,0,4
443,3,3,1,1,5,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
444,3,1,6,1,4,5,4,4,0,3,8,3,1,3,5,4,3,4,3,0,4
445,3,1,1,1,3,5,3,3,3,4,8,3,1,3,2,3,3,4,3,0,4
446,3,1,5,3,3,5,3,4,0,4,5,3,3,3,5,4,3,3,3,0,4
447,3,1,1,1,4,5,3,4,0,3,8,3,3,3,4,4,3,3,3,0,4
448,3,1,1,1,3,5,3,3,0,4,8,3,1,3,3,3,3,4,1,0,4
449,3,1,5,1,3,5,4,3,0,0,8,3,1,3,5,3,3,4,3,0,4
450,3,1,1,1,3,4,3,3,0,0,8,2,1,2,5,4,3,4,1,0,4
451,3,4,5,1,4,5,3,3,0,3,8,3,1,3,3,4,2,3,3,0,4
452,3,1,5,1,5,5,3,4,0,0,8,3,3,3,5,3,3,3,3,0,4
453,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
454,3,1,5,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
455,3,1,5,1,3,5,3,3,0,3,8,3,1,3,2,3,3,4,3,0,4
456,3,1,1,1,3,5,3,3,0,0,8,2,1,2,2,3,3,4,3,0,4
457,3,4,4,1,4,5,3,3,0,4,7,3,3,3,5,4,2,3,3,0,4
458,3,1,1,1,3,5,4,3,3,4,8,3,1,3,2,4,3,4,3,0,4
459,3,1,2,1,3,5,3,3,0,3,8,3,1,3,3,4,3,3,3,0,4
460,3,1,6,1,4,5,3,4,0,0,8,3,3,3,5,3,3,3,3,0,4
461,4,1,5,4,4,5,4,4,3,0,8,3,2,3,5,4,3,4,3,0,4
462,3,1,3,4,3,5,3,3,2,1,8,3,1,3,4,3,3,3,3,0,4
463,3,1,2,1,3,4,3,3,0,4,8,3,1,3,2,3,2,3,3,0,4
464,3,1,3,1,4,5,3,3,0,0,8,0,0,0,3,3,2,4,3,0,4
465,3,1,1,1,4,5,3,4,0,3,8,3,3,3,5,4,3,4,3,0,4
466,4,4,6,1,3,5,4,3,2,1,8,3,1,3,3,3,3,4,3,0,4
467,3,1,2,1,3,5,3,3,0,4,8,3,1,3,5,4,3,4,3,0,4
468,3,1,1,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
469,3,1,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
470,3,3,6,4,4,5,3,4,0,0,8,3,2,3,3,4,3,3,3,0,4
471,3,1,1,1,4,5,3,3,0,4,8,3,2,3,3,3,3,4,3,0,4
472,3,4,6,1,4,5,3,3,0,0,8,3,2,3,5,3,3,4,3,0,4
473,3,4,6,1,5,5,3,4,0,5,8,3,2,3,5,4,3,3,3,0,4
474,3,3,6,1,4,5,3,4,0,0,8,3,2,3,5,5,3,4,3,0,4
475,3,1,6,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
476,3,4,6,1,4,5,3,3,0,3,8,3,3,3,5,4,2,4,3,0,4
477,3,3,1,1,4,5,3,5,0,4,8,3,3,3,5,5,3,4,3,0,4
478,3,4,6,1,5,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
479,3,1,3,1,2,5,3,3,3,0,8,3,1,3,3,3,3,4,3,0,4
480,3,4,6,1,5,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
481,3,4,6,1,5,5,3,4,0,4,8,3,3,3,5,5,3,3,3,0,4
482,3,1,5,1,3,5,3,4,0,4,6,2,1,2,5,5,3,4,3,0,4
483,3,1,6,1,5,5,3,3,0,0,8,3,1,3,5,3,3,4,3,0,4
484,3,1,5,1,3,5,4,3,0,0,8,3,1,3,4,4,3,3,3,0,4
485,3,1,5,1,3,5,3,4,0,4,8,3,1,3,4,4,3,4,3,0,4
486,3,1,5,1,3,5,3,3,0,0,8,3,2,3,3,3,3,4,3,0,4
487,3,3,5,1,4,5,3,3,0,3,8,3,1,3,4,3,3,3,3,0,4
488,2,1,4,1,3,4,2,3,0,4,5,2,1,3,3,3,3,4,1,0,4
489,3,3,6,1,4,5,4,3,0,0,8,3,1,3,3,4,3,4,3,0,4
490,3,2,1,1,4,5,3,3,0,4,8,3,3,3,3,3,3,4,3,0,4
491,3,1,4,3,3,4,3,3,3,3,8,3,1,3,3,2,3,4,3,0,4
492,3,1,1,1,4,5,3,4,0,0,8,3,2,3,4,3,3,3,3,0,4
493,3,1,4,2,3,4,3,3,0,2,8,3,1,3,3,3,3,4,3,0,4
494,3,1,1,1,2,4,3,3,0,0,8,3,1,3,4,3,3,4,3,0,4
495,3,1,3,1,3,4,3,3,2,0,8,0,0,0,3,3,3,4,1,0,4
496,3,1,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
497,3,1,3,1,3,5,4,3,4,0,8,3,1,3,5,3,3,4,1,0,4
498,3,1,5,1,3,5,3,3,3,0,8,3,3,3,5,4,3,4,3,0,4
499,3,1,4,2,3,5,3,3,1,0,8,3,3,3,2,3,3,3,3,0,4
500,3,1,4,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
501,3,1,6,1,4,5,3,4,0,0,8,3,2,3,4,4,3,4,3,0,4
502,3,1,5,6,3,5,3,3,4,0,8,2,1,2,5,3,3,4,3,0,4
503,3,1,5,1,3,5,3,3,2,3,8,3,3,3,3,3,3,3,3,0,4
504,3,1,5,3,3,5,3,3,0,2,8,3,1,3,3,3,3,4,3,0,4
505,3,1,1,1,3,5,3,3,0,0,8,3,1,3,4,3,3,4,1,0,4
506,3,1,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
507,3,1,6,1,4,5,3,4,0,0,8,3,3,3,5,4,3,3,3,0,4
508,3,1,3,1,3,5,5,3,0,4,8,3,1,3,5,4,3,4,1,0,4
509,3,1,5,1,3,5,3,3,3,0,8,3,2,3,5,3,3,4,3,0,4
510,3,1,4,3,3,5,3,4,0,3,7,3,1,3,5,3,3,4,3,0,4
511,3,1,1,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
512,3,1,4,2,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
513,3,1,5,1,3,5,4,3,0,0,8,3,1,3,3,3,3,4,3,0,4
514,3,1,1,1,3,5,3,3,3,0,8,1,1,1,2,3,3,4,3,0,4
515,3,1,6,1,5,5,3,5,0,4,8,3,3,3,5,5,3,4,3,0,4
516,3,1,1,1,3,5,3,3,4,3,8,3,2,3,3,3,3,3,3,0,4
517,3,1,1,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
518,3,2,6,1,4,5,3,3,3,0,8,3,2,3,5,3,3,3,3,0,4
519,3,1,1,1,4,5,3,4,3,4,8,3,1,3,5,4,3,4,3,0,4
520,0,0,0,0,0,4,3,3,0,0,8,0,0,0,3,3,3,4,1,0,4
521,3,1,3,1,3,4,3,3,0,4,8,3,1,3,5,3,3,3,3,0,4
522,3,1,5,1,3,5,4,3,0,4,8,3,1,3,5,3,3,4,3,0,4
523,3,4,6,1,5,5,3,5,0,4,8,3,3,3,5,5,3,3,3,0,4
524,3,1,6,1,4,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
525,3,1,1,1,4,5,3,4,0,3,8,3,1,3,5,4,3,4,3,0,4
526,3,1,3,1,4,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
527,3,3,6,1,5,5,3,5,0,4,8,3,3,3,5,5,3,3,3,0,4
528,3,2,5,1,3,5,3,3,0,0,8,0,0,0,5,3,3,3,1,0,4
529,3,1,3,1,3,5,3,4,0,3,4,3,2,3,3,3,3,3,3,0,4
530,3,3,6,1,4,5,3,4,0,2,8,3,2,3,5,4,3,4,3,0,4
531,2,2,1,1,2,5,3,3,0,0,8,2,3,3,5,3,3,3,3,0,4
532,0,0,0,0,0,5,3,3,0,1,5,3,1,3,5,3,3,4,3,0,4
533,0,0,0,0,0,3,2,2,0,0,8,0,0,0,2,2,2,4,1,0,4
534,4,3,1,1,5,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
535,3,4,6,1,4,5,3,3,0,0,8,0,0,0,3,3,3,4,1,0,4
536,3,3,1,1,4,5,3,3,0,0,8,3,3,3,5,4,3,3,3,0,4
537,3,1,4,1,3,5,3,3,1,0,8,3,1,3,3,3,3,3,3,0,4
538,3,1,4,1,3,5,3,3,0,2,8,3,1,3,3,3,3,3,3,0,4
539,3,3,6,1,4,5,3,4,3,3,8,3,2,3,5,4,3,4,3,0,4
540,3,3,6,1,5,5,3,5,0,4,8,3,3,3,5,5,3,4,3,0,4
541,3,1,1,1,4,5,3,4,0,3,8,3,3,3,5,4,3,4,3,0,4
542,3,1,2,6,5,5,3,4,0,3,4,3,3,3,5,4,3,4,3,0,4
543,3,3,6,2,4,5,3,3,0,0,8,3,3,3,5,3,3,4,3,0,4
544,4,3,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
545,4,1,6,2,4,5,4,4,0,0,8,3,1,3,4,4,3,3,3,0,4
546,3,1,3,1,4,4,3,3,0,4,8,3,1,3,5,3,3,3,3,0,4
547,3,3,5,1,4,5,4,3,0,0,8,3,1,3,5,3,3,4,3,0,4
548,3,1,2,3,3,5,4,3,3,0,8,3,2,3,3,3,3,3,3,0,4
549,3,1,1,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
550,3,1,5,1,4,5,3,3,0,0,8,3,2,3,3,3,3,4,3,0,4
551,3,1,3,1,3,4,3,3,0,0,8,3,3,3,4,3,3,4,3,0,4
552,3,3,1,1,5,5,3,4,0,4,8,3,2,3,5,4,3,3,3,0,4
553,0,0,0,0,0,5,3,3,3,0,8,3,3,3,5,4,3,4,1,0,4
554,3,1,6,1,4,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
555,2,1,1,1,3,4,3,3,0,4,8,3,1,3,3,3,3,4,3,0,4
556,3,1,3,1,3,4,3,3,1,3,8,3,3,3,3,3,3,3,3,0,4
557,3,1,3,1,3,5,3,3,0,0,8,3,1,3,4,3,2,4,3,0,4
558,3,4,6,1,4,5,3,3,0,3,8,3,1,3,5,3,3,2,3,0,4
559,3,4,1,1,4,5,3,4,0,3,8,3,3,3,5,4,3,4,3,0,4
560,3,1,5,1,4,5,3,3,0,4,5,3,1,3,3,3,3,3,3,0,4
561,3,3,5,2,4,5,3,3,0,3,8,3,2,3,4,3,2,4,3,0,4
562,3,1,4,1,3,5,3,3,0,4,8,0,0,0,5,3,3,4,3,0,4
563,3,2,1,1,4,5,3,3,0,4,8,3,3,3,5,3,3,4,1,0,4
564,3,1,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
565,3,1,1,1,4,3,3,3,0,0,8,3,1,3,3,2,3,4,3,0,4
566,4,1,1,1,4,5,3,4,0,4,8,3,3,3,5,5,3,3,3,0,4
567,3,1,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,3,3,0,4
568,3,4,6,1,4,5,3,4,0,4,6,3,3,4,5,4,2,3,3,0,4
569,3,4,6,1,4,5,3,3,0,3,8,3,1,3,3,3,3,3,3,0,4
570,3,1,2,1,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
571,3,1,4,1,3,5,3,3,0,0,8,3,1,3,5,4,3,4,3,0,4
572,3,3,1,1,5,5,3,3,0,0,8,3,2,3,4,4,3,3,3,0,4
573,3,1,1,1,4,5,3,3,0,3,8,3,2,3,5,3,3,3,3,0,4
574,3,3,5,1,3,5,3,3,2,0,8,3,1,3,3,3,3,4,3,0,4
575,3,1,3,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
576,3,1,1,1,3,5,3,3,0,4,8,3,1,3,4,3,3,4,3,0,4
577,3,3,2,5,3,5,3,3,0,2,8,3,2,3,5,3,3,3,3,0,4
578,3,1,1,1,4,5,3,4,0,0,8,3,1,3,5,4,3,4,3,0,4
579,3,1,1,1,3,3,3,3,0,0,8,3,1,2,5,3,3,4,3,0,4
580,3,1,4,3,3,5,3,3,0,4,8,3,1,3,5,4,3,3,3,0,4
581,3,1,1,1,5,5,3,5,0,4,8,3,2,3,5,5,3,4,3,0,4
582,3,3,6,1,4,5,4,3,0,0,8,0,0,0,3,3,3,4,3,0,4
583,3,1,1,1,3,5,5,5,0,4,8,3,1,4,4,4,3,4,3,0,4
584,3,1,1,1,3,5,3,3,0,0,8,3,1,3,5,4,3,4,3,0,4
585,3,4,6,1,5,5,3,4,0,4,8,3,2,3,5,4,3,4,3,0,4
586,4,2,3,5,3,5,4,3,1,0,8,3,3,3,5,2,3,4,1,0,4
587,3,3,5,1,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
588,3,4,6,1,3,5,3,3,0,4,8,3,1,3,5,5,1,3,3,0,4
589,3,1,1,1,3,4,3,3,0,0,8,3,1,3,3,3,3,4,2,0,4
590,3,1,6,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
591,3,4,6,1,5,5,3,5,0,4,8,3,2,3,5,5,3,3,3,0,4
592,4,1,6,1,3,5,4,3,0,0,8,3,3,3,5,3,3,4,3,0,4
593,3,3,6,1,4,5,3,4,0,0,8,3,3,3,5,4,3,4,3,0,4
594,3,1,1,1,4,5,3,3,3,0,8,3,1,3,3,3,3,3,3,0,4
595,3,4,6,1,4,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
596,3,1,1,1,3,4,3,3,0,0,8,2,1,3,5,3,3,4,1,0,4
597,3,3,1,1,5,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
598,3,2,5,2,4,5,3,3,0,3,8,3,3,3,5,4,3,4,3,0,4
599,3,1,2,6,4,5,4,3,4,3,8,3,3,3,3,3,3,4,3,0,4
600,3,3,6,1,4,5,3,4,0,4,8,3,3,3,5,5,3,4,3,0,4
601,3,1,1,1,3,5,4,3,0,4,8,3,1,3,3,4,3,4,2,0,4
602,3,2,6,1,4,5,3,4,0,3,8,3,3,3,5,4,3,3,3,0,4
603,3,1,1,1,4,5,3,4,0,0,8,3,2,3,5,4,3,4,3,0,4
604,3,2,6,1,4,5,3,4,0,3,8,3,2,3,5,4,3,3,3,0,4
605,3,1,4,1,3,5,3,3,0,2,8,3,1,3,3,3,3,4,3,0,4
606,3,1,6,1,4,5,4,3,4,0,8,3,1,3,4,4,2,2,3,0,4
607,4,1,6,1,3,5,4,3,0,0,8,3,1,3,5,5,2,4,3,0,4
608,3,2,4,1,4,5,3,3,0,4,8,3,1,3,3,3,2,4,3,0,4
609,3,2,3,1,3,5,2,3,0,0,8,3,1,3,4,3,3,4,3,0,4
610,3,2,6,1,5,5,3,4,0,5,8,3,3,3,5,5,3,4,3,0,4
611,3,3,5,1,4,5,3,3,3,3,8,3,1,3,3,3,3,3,3,0,4
612,3,3,6,1,4,5,3,4,0,3,8,3,2,3,5,5,3,4,3,0,4
613,3,1,5,1,4,5,3,3,0,0,8,0,0,0,5,3,3,4,3,0,4
614,3,3,2,6,4,5,3,3,0,0,8,0,0,0,5,3,3,4,3,0,4
615,3,4,6,1,3,5,4,3,3,0,8,3,2,3,5,4,3,4,3,0,4
616,3,1,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,3,3,0,4
617,3,1,1,1,3,5,3,3,0,0,8,3,1,3,4,4,2,4,3,0,4
618,3,3,6,1,5,5,3,5,0,4,8,3,1,3,5,4,3,4,3,0,4
619,3,4,6,1,4,5,3,4,0,4,8,3,3,3,5,4,3,4,3,0,4
620,3,1,4,1,3,3,3,3,0,0,8,0,0,0,3,3,3,4,1,0,4
621,3,1,5,3,3,5,3,3,0,3,8,3,2,3,3,3,3,4,3,0,4
622,3,1,4,1,3,5,3,3,0,0,8,3,1,3,3,3,3,4,3,0,4
623,3,1,6,1,4,5,3,4,0,3,8,3,1,3,5,4,3,4,3,0,4
624,3,1,3,1,3,5,3,3,0,3,6,3,2,3,4,3,3,4,3,0,4
625,3,1,1,1,3,5,3,3,0,0,8,3,1,3,3,3,3,3,3,0,4
626,3,1,1,1,3,5,3,3,2,3,7,3,2,3,3,3,3,3,3,0,4
